x1,x2,class
9.3976,5.0557,0
9.3365,5.2989,0
9.2576,5.4561,0
9.3717,5.6675,0
9.2123,5.9046,0
9.3431,6.2494,0
9.4484,6.4278,0
9.2907,6.5376,0
9.3397,6.7491,0
9.4318,6.8198,0
9.265,7.1442,0
9.4081,7.4245,0
9.2438,7.5158,0
9.42,7.6996,0
9.2699,7.8261,0
9.4124,8.1631,0
9.4017,8.4479,0
9.2473,8.5695,0
9.4446,8.7071,0
9.2634,8.9637,0
9.3946,9.1472,0
9.4027,9.3863,0
9.3245,9.5602,0
9.4289,9.7259,0
9.2252,10.035,0
9.234,10.151,0
9.6146,0.15973,1
9.4047,0.37566,1
9.5821,0.61524,1
9.6042,0.69492,1
9.4291,0.97803,0
9.5221,1.1309,0
9.4869,1.2909,0
9.5935,1.5087,0
9.4713,1.7719,0
9.6061,1.8567,0
9.4433,2.2448,0
9.6159,2.4439,0
9.6315,2.4724,0
9.4478,2.6846,0
9.4126,3.0491,0
9.5371,3.1972,0
9.4024,3.3987,0
9.6071,3.5581,0
9.6271,3.8029,0
9.5763,3.912,0
9.4608,4.2077,0
9.5473,4.2317,0
9.6347,4.5283,0
9.6239,4.779,0
9.5516,4.862,0
9.5981,5.133,0
9.609,5.2956,0
9.54,5.6004,0
9.4002,5.7677,0
9.4628,6.0457,0
9.508,6.2342,0
9.5077,6.3441,0
9.6188,6.42,0
9.4169,6.7035,0
9.485,6.8452,0
9.4443,7.2489,0
9.4615,7.3301,0
9.582,7.6213,0
9.4721,7.7621,0
9.4593,7.9166,0
9.4349,8.0238,0
9.4552,8.442,0
9.6044,8.555,0
9.4946,8.639,0
9.5664,8.8996,0
9.634,9.2206,0
9.5066,9.3348,0
9.5513,9.5359,0
9.6424,9.7106,0
9.4912,9.8459,0
9.5661,10.062,0
9.6787,0.071278,1
9.8214,0.33238,1
9.6739,0.53996,1
9.6738,0.70379,0
9.8268,1.0264,0
9.7232,1.0763,0
9.6518,1.3624,0
9.6065,1.4722,0
9.6426,1.6638,0
9.6756,1.8895,0
9.8404,2.2015,0
9.7959,2.3347,0
9.7683,2.5475,0
9.8102,2.6578,0
9.7052,2.8255,0
9.7759,3.1612,0
9.7203,3.445,0
9.8051,3.4254,0
9.7093,3.647,0
9.815,3.8023,0
9.6022,4.2096,0
9.849,4.3203,0
9.6688,4.5171,0
9.6084,4.8271,0
9.638,4.9043,0
9.7199,5.136,0
9.8222,5.3748,0
9.6709,5.4198,0
9.796,5.7274,0
9.6426,5.9217,0
9.7828,6.214,0
9.6617,6.3536,0
9.6205,6.4294,0
9.8132,6.7517,0
9.7716,6.841,0
9.8395,7.0998,0
9.8463,7.3331,0
9.7337,7.6188,0
9.8265,7.7648,0
9.7192,7.9969,0
9.8224,8.0315,0
9.606,8.3312,0
9.6322,8.6249,0
9.7852,8.6273,0
9.6978,8.9586,0
9.6984,9.0202,0
9.7505,9.3028,0
9.606,9.5782,0
9.6969,9.6251,0
9.6142,10.002,0
9.7724,10.159,0
9.9301,0.22452,1
9.819,0.35546,1
9.9016,0.50365,0
9.9076,0.76189,0
9.9648,0.92232,0
9.8546,1.0234,0
9.8203,1.3593,0
9.9169,1.6376,0
9.9822,1.7191,0
9.9535,1.9507,0
10.025,2.1479,0
9.8632,2.2563,0
9.855,2.5671,0
9.859,2.6391,0
10.003,2.9936,0
9.9756,3.0533,0
10.02,3.2423,0
9.9778,3.5814,0
9.9653,3.664,0
9.9099,3.8407,0
9.9407,4.1564,0
10.048,4.2627,0
10.039,4.4657,0
9.8842,4.811,0
9.8389,4.8994,0
9.9043,5.0261,0
9.9386,5.2485,0
9.8074,5.4908,0
10.017,5.8186,0
10.024,5.9499,0
9.9243,6.0645,0
9.8523,6.2896,0
9.9804,6.6219,0
9.9749,6.8251,0
9.9152,6.912,0
9.8426,7.0672,0
9.9986,7.3385,0
10.022,7.4447,0
9.8356,7.8149,0
10.035,7.858,0
9.8001,8.042,0
9.9097,8.2067,0
9.8028,8.4806,0
9.8586,8.7388,0
9.9767,9.0061,0
9.9735,9.2011,0
9.8663,9.2061,0
9.8816,9.4929,0
9.8233,9.723,0
9.8104,9.9165,0
9.9898,10.01,0
10.081,0.15425,1
10.13,0.34451,0
10.238,0.4747,0
10.167,0.70892,0
10.118,0.83416,0
10.162,1.0749,0
10.166,1.3903,0
10.058,1.4088,0
10.201,1.6674,0
10.126,2.0491,0
10.109,2.1117,0
10.177,2.2382,0
10.139,2.6216,0
10.064,2.6078,0
10.019,2.829,0
10.147,3.0627,0
10.169,3.3899,0
10.147,3.6246,0
10.133,3.6559,0
10.118,3.9683,0
10.081,4.2047,0
10.108,4.4372,0
10.191,4.6186,0
10.249,4.6984,0
10.066,5.0342,0
10.198,5.1092,0
10.034,5.2406,0
10.009,5.4775,0
10.113,5.7703,0
10.141,6.0335,0
10.058,6.2368,0
10.036,6.3498,0
10.169,6.6372,0
10.089,6.701,0
10.128,6.8103,0
10.174,7.0735,0
10.149,7.208,0
10.127,7.6161,0
10.194,7.7081,0
10.171,7.8232,0
10.08,8.0344,0
10.208,8.2605,0
10.165,8.4558,0
10.147,8.8169,0
10.005,8.991,0
10.209,9.0862,0
10.028,9.2962,0
10.21,9.5487,0
10.084,9.7338,0
10.107,9.8834,0
10.198,10.214,0
